,sharePrice_change,percentYearIncrease,percentYearIncrease_change,market_cap,market_cap_change,analystRecommend,analystRecommend_change,totalSentiment,totalSentiment_change,cnnP/S,cnnP/S_change,popularity,popularity_change,relevance,relevance_change,ytdPercent,ytdPercent_change,yahooOutlookLevel,yahooOutlookLevel_change,fair_value,fair_value_change,guruRating,guruRating_change,sector,industry,sectorSuccess,sectorSuccess_change,5-Year EBITDA Growth Rate,5-Year EBITDA Growth Rate_change,Altman Z-Score,Altman Z-Score_change,Beneish M-Score,Beneish M-Score_change,Book Value per Share,Book Value per Share_change,Cash per Share,Cash per Share_change,Dividends per Share,Dividends per Share_change,E10,E10_change,Earnings per Share (Diluted),Earnings per Share (Diluted)_change,EBIT per Share,EBIT per Share_change,EBITDA per Share,EBITDA per Share_change,EPS without NRI,EPS without NRI_change,FFO per Share,FFO per Share_change,Financial Strength,Financial Strength_change,Float Percentage Of Total Shares Outstanding,Float Percentage Of Total Shares Outstanding_change,Free Cash Flow per Share,Free Cash Flow per Share_change,Insider Ownership,Insider Ownership_change,Institutional Ownership,Institutional Ownership_change,Net Cash per Share,Net Cash per Share_change,Net Current Asset Value,Net Current Asset Value_change,Net-Net Working Capital,Net-Net Working Capital_change,Owner Earnings per Share (TTM),Owner Earnings per Share (TTM)_change,Piotroski F-Score,Piotroski F-Score_change,Predictability Rank_change,Profitability Rank,Profitability Rank_change,Quality Rank_change,Revenue per Share,Revenue per Share_change,Scaled Net Operating Assets,Scaled Net Operating Assets_change,Short Interest_change,Short Percentage of Float_change,Tangible Book per Share,Tangible Book per Share_change,Total Debt per Share,Total Debt per Share_change,Valuation Rank_change,YoY EBITDA Growth,YoY EBITDA Growth_change,YoY EPS Growth,YoY EPS Growth_change,YoY Rev. per Sh. Growth,YoY Rev. per Sh. Growth_change,Asset Turnover_change,Buyback Yield %,Buyback Yield %_change,Cash Conversion Cycle,Cash Conversion Cycle_change,COGS-to-Revenue_change,Current Ratio,Current Ratio_change,Days Inventory,Days Inventory_change,Days Payable,Days Payable_change,Days Sales Outstanding,Days Sales Outstanding_change,Debt-to-Asset,Debt-to-Asset_change,Debt-to-EBITDA,Debt-to-EBITDA_change,Debt-to-Equity,Debt-to-Equity_change,Debt-to-Revenue,Debt-to-Revenue_change,Earnings Yield %,Earnings Yield %_change,Earnings Yield (Joel Greenblatt) %,Earnings Yield (Joel Greenblatt) %_change,Effective Interest Rate on Debt %,Effective Interest Rate on Debt %_change,Equity-to-Asset,Equity-to-Asset_change,EV-to-EBIT,EV-to-EBIT_change,EV-to-EBITDA,EV-to-EBITDA_change,EV-to-Revenue,EV-to-Revenue_change,Forward PE Ratio,Forward PE Ratio_change,Forward Rate of Return (Yacktman) %,Forward Rate of Return (Yacktman) %_change,Goodwill-to-Asset,Goodwill-to-Asset_change,Gross-Profit-to-Asset %,Gross-Profit-to-Asset %_change,Inventory Turnover,Inventory Turnover_change,Inventory-to-Revenue,Inventory-to-Revenue_change,LT-Debt-to-Total-Asset,LT-Debt-to-Total-Asset_change,PB Ratio,PB Ratio_change,PE Ratio,PE Ratio_change,PE Ratio without NRI,PE Ratio without NRI_change,PEG Ratio,PEG Ratio_change,Price-to-Free-Cash-Flow,Price-to-Free-Cash-Flow_change,Price-to-Funds-From-Operations,Price-to-Funds-From-Operations_change,Price-to-Operating-Cash-Flow,Price-to-Operating-Cash-Flow_change,Price-to-Owner-Earnings,Price-to-Owner-Earnings_change,Price-to-Tangible-Book,Price-to-Tangible-Book_change,PS Ratio,PS Ratio_change,Quick Ratio,Quick Ratio_change,Return-on-Tangible-Asset,Return-on-Tangible-Asset_change,ROA %,ROA %_change,ROC %,ROC %_change,ROC (Joel Greenblatt) %,ROC (Joel Greenblatt) %_change,ROCE %,ROCE %_change,ROE %,ROE %_change,ROE % Adjusted to Book Value,ROE % Adjusted to Book Value_change,ROIC %,ROIC %_change,Shares Buyback Ratio %,Shares Buyback Ratio %_change,Shiller PE Ratio,Shiller PE Ratio_change,Short Ratio_change,Sloan Ratio %,Sloan Ratio %_change,WACC %,WACC %_change,FCF Margin %,FCF Margin %_change,Gross Margin %,Gross Margin %_change,Net Interest Margin (Bank Only) %,Net Interest Margin (Bank Only) %_change,Net Margin %,Net Margin %_change,Operating Margin %,Operating Margin %_change,s&p_change
RXN,0.0010375596596805202,0.6284747629999999,-0.007605344274375233,5546000000,0.0,8.485281374,0.0,0.06736895789,-0.38151163005545385,1.36,-0.4666666666666666,0.6887878787999999,0.0,84,0.0,25.47,0.14574898785425094,0,0.0,-1,-0.0,1.0,0.0,9,49,16,0.0,5.1,0.0,2.9,0.02473498233215542,-2.65,-0.0,11.61,0.0,2.72,0.0,0.24,0.0,0.64,0.0,1.28,0.0,2.14,0.0,2.86,0.0,1.28,0.0,0.0,0.0,5,0.0,99.3,0.0,2.28,0.0,2.01,0.0,84.79,0.0,-14.0,-0.0,-8.27,-0.0,-10.71,-0.0,1.75,0.0,6.0,0.0,0,6,0.0,0,16.04,0.0,0.68,0.0,0,0,-3.57,-0.0,10.05,0.0,0,-14.79,-0.0,-19.57,-0.0,-4.23,-0.0,0.0,1.34,-0.03597122302158261,110.79,0.0,0.0,2.82,0.0,106.96,0.0,48.15,0.0,51.98,0.0,0.36,0.0,3.17,0.0,0.87,0.0,0.61,0.0,2.55,-0.034090909090909206,5.91,0.0,3.76,0.0,0.41,0.0,26.1,0.03284527107241796,19.59,0.03322784810126577,3.48,0.032640949554896104,25.83,0.038183279742765246,9.54,0.0,0.39,0.0,22.81,0.0,0.85,0.0,0.71,0.0,0.35,0.0,4.33,0.03836930455635495,39.27,0.038065027755749534,39.27,0.038065027755749534,7.7,0.03773584905660381,22.04,0.03766478342749533,0.0,0.0,19.1,0.03804347826086972,28.72,0.037947235272858586,0.0,0.0,3.13,0.036423841059602606,1.83,0.0,11.65,0.0,5.36,0.0,8.16,0.0,39.31,0.0,9.72,0.0,13.23,0.0,5.15,0.0,8.16,0.0,1.89,0.0,78.53,0.037932857520486446,0,-2.21,-0.0,9.74,-0.0030706243602865264,12.03,0.0,39.12,0.0,0.0,0.0,9.2,0.0,16.0,0.0,0.016130646275355952
OMCL,0.029565868263473183,0.37174679920000003,-0.014953818982639682,5961000000,0.0,8.485281374,0.0,0.08463184549000001,-0.1520606616549443,5.88,0.0,2.338131614,0.0,109,0.0,14.51,0.22344013490725131,-3,-0.0,-1,-0.0,3.0,0.0,0,25,6,0.0,8.5,0.0,5.25,-0.00943396226415091,-3.21,-0.0,22.61,0.0,11.6,0.0,0.0,0.0,0.73,0.0,0.73,0.0,0.81,0.0,2.45,0.0,0.73,0.0,0.0,0.0,6,0.0,72.38,0.0,3.0,0.0,2.48,0.0,76.91,0.0,-8.43,-0.0,-0.64,-0.0,-3.98,-0.0,2.1,0.0,4.0,0.0,0,7,0.0,0,20.5,0.0,0.58,0.0,0,0,4.81,0.0,12.35,0.0,0,2.01,0.0,-27.45,-0.0,-1.08,-0.0,0.0,0.0,0.0,113.54,0.0,0.0,3.0,0.0,72.46,0.0,28.17,0.0,69.25,0.0,0.29,0.0,3.28,0.0,0.55,0.0,0.53,0.0,0.54,0.018867924528301903,0.69,0.0,4.85,0.0,0.53,0.0,166.22,-0.010713010355910078,55.13,-0.010588657573582131,6.62,-0.010463378176382702,38.2,-0.05934498891898539,13.33,0.0,0.27,0.0,27.91,0.0,1.26,0.0,0.4,0.0,0.28,0.0,6.02,-0.00986842105263166,186.36,-0.010723006688608035,186.36,-0.010723006688608035,21.92,-0.010830324909747223,45.29,-0.010703363914373131,0.0,0.0,31.87,-0.010555728034771806,64.78,-0.010841349824400577,28.26,-0.01085054252712631,6.64,-0.010432190760059655,2.65,0.0,5.85,0.0,3.7,0.0,8.46,0.0,40.21,0.0,5.33,0.0,6.95,0.0,1.31,0.0,8.46,0.0,-1.55,-0.0,186.36,-0.010723006688608035,0,6.92,0.0,7.05,-0.009831460674157343,25.99,0.0,49.62,0.0,0.0,0.0,6.57,0.0,8.11,0.0,0.016130646275355952
DOX,0.03734776725304453,0.8891431120000001,-0.03589543496193012,9531000000,0.0,7.937253932999999,0.0,0.0830753362,-0.3251059361266042,1.84,0.0,2.834661357,0.05806249043388838,71,0.014285714285714285,8.81,0.8987068965517244,-3,-0.0,-1,-0.0,4.0,0.0,0,25,6,0.0,5.6,0.0,4.39,0.016203703703703564,-2.93,-0.0,29.25,0.0,11.56,0.0,1.31,0.0,3.15,0.0,5.13,0.0,4.45,0.0,5.96,0.0,5.13,0.0,0.0,0.0,7,0.0,86.2,0.0,5.41,0.0,0.0,0.0,91.56,0.0,-11.68,-0.0,-2.92,-0.0,-7.43,-0.0,7.13,0.0,6.0,0.0,0,8,0.0,0,31.74,0.0,0.53,0.0,0,0,7.86,0.0,7.81,0.0,0,2.94,0.0,168.24,0.0,7.67,0.0,0.0,3.59,-0.03494623655913987,44.97,0.0,0.0,1.94,0.0,0.0,0.0,14.95,0.0,59.92,0.0,0.15,0.0,1.33,0.0,0.27,0.0,0.24,0.0,6.65,-0.03483309143686492,6.68,0.0,2.53,0.0,0.56,0.0,16.34,0.04142766093052902,12.19,0.0418803418803419,2.29,0.04090909090909084,16.44,0.041165294490183794,10.8,0.0,0.37,0.0,21.66,0.0,0.0,0.0,0.0,0.0,0.13,0.0,2.64,0.03529411764705894,15.03,0.035837353549276335,15.03,0.035837353549276335,2.68,0.03474903474903487,14.25,0.035610465116279084,0.0,0.0,11.18,0.03518518518518509,10.81,0.03544061302682002,9.81,0.034810126582278486,2.43,0.03404255319148939,1.94,0.0,31.81,0.0,18.15,0.0,9.59,0.0,62.43,0.0,10.56,0.0,31.9,0.0,13.13,0.0,9.59,0.0,2.79,0.0,24.46,0.0346869712351946,0,1.66,0.0,6.1,-0.006514657980456032,33.73,0.0,32.92,0.0,0.0,0.0,27.58,0.0,12.91,0.0,0.016130646275355952
ARCB,-0.04109777961660466,1.028286123,0.0539499862333908,1813000000,0.0,16.58312395,0.0,0.08319701648,-0.258749642926364,0.38,0.0,-0.5003174603,1.7079037794158962,136,0.007407407407407408,62.6,-0.13690886529711843,-3,-0.0,-1,-0.0,2.0,0.0,7,84,12,0.0,6.8,0.0,3.61,-0.01902173913043486,0.0,0.0,32.64,0.0,14.55,0.0,0.32,0.0,1.41,0.0,2.68,0.0,3.92,0.0,8.4,0.0,2.68,0.0,0.0,0.0,6,0.0,73.16,0.0,5.61,0.0,6.96,0.0,71.95,0.0,-22.89,-0.0,-7.57,-0.0,-13.41,-0.0,5.11,0.0,7.0,0.0,0,6,-0.14285714285714285,0,110.99,0.0,0.49,0.0,0,0,26.99,0.0,15.9,0.0,0,210.58,0.0,504.55,0.0,12.08,0.0,0.0,0.37,0.0571428571428572,15.78,0.0,0.0,1.5,0.0,0.0,0.0,20.24,0.0,36.02,0.0,0.23,0.0,1.6,0.0,0.49,0.0,0.12,0.0,3.8,0.05555555555555548,9.32,0.0,2.47,0.0,0.47,0.0,17.46,-0.05519480519480517,8.17,-0.055491329479768835,0.62,-0.060606060606060656,17.81,-0.055172413793103586,15.69,0.0,0.05,0.0,14.98,0.0,0.0,0.0,0.0,0.0,0.18,0.0,2.16,-0.05263157894736828,26.28,-0.05399568034557235,26.28,-0.05399568034557235,3.87,-0.053789731051344686,12.56,-0.054216867469879436,0.0,0.0,9.06,-0.05427974947807929,13.78,-0.054221002059025455,2.61,-0.05434782608695649,0.63,-0.05970149253731348,1.5,0.0,5.91,0.0,5.43,0.0,8.04,0.0,16.52,0.0,10.38,0.0,11.74,0.0,8.96,0.0,8.04,0.0,0.07,0.0,49.96,-0.05378787878787872,0,-8.0,-0.0,10.58,-0.012138188608776915,3.3,0.0,8.09,0.0,0.0,0.0,2.93,0.0,3.71,0.0,0.016130646275355952
MSCI,0.008591289236450491,0.35650969479999994,-0.014034097347472642,38750000000,0.016553424801280203,9.949874371,0.0,0.09126739323,0.052509704689669444,22.26,0.0,0.6112037037,0.0,107,0.0,5.76,0.894736842105263,2,0.0,-1,-0.0,4.0,0.0,0,35,6,0.0,20.4,0.0,7.21,0.019801980198019757,-2.56,-0.0,-5.37,-0.0,15.75,0.0,2.92,0.0,3.64,0.0,7.12,0.0,9.97,0.0,11.28,0.0,7.12,0.0,0.0,0.0,4,0.0,86.64,0.0,9.01,0.0,4.88,0.0,77.82,0.0,-40.47,-0.0,-32.9,-0.0,-35.39,-0.0,7.93,0.0,6.0,0.0,0,9,0.0,0,20.06,0.0,0.43,0.0,0,0,-27.18,-0.0,42.62,0.0,0,24.82,0.0,29.86,0.0,11.53,0.0,0.0,2.0,-0.029126213592233035,90.24,0.0,0.0,1.88,0.0,0.0,0.0,11.4,0.0,101.64,0.0,0.84,0.0,3.38,0.0,-7.94,-0.0,1.98,0.0,1.51,-0.032051282051282076,2.16,0.0,4.24,0.0,-0.11,-0.0,48.86,0.027333894028595398,43.18,0.0273614085177254,24.28,0.027507405840033947,49.54,0.026310337683861526,21.36,0.0,0.37,0.0,35.4,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,66.1,0.028953922789539222,66.1,0.028953922789539222,3.24,0.028571428571428668,52.22,0.028762805358550057,0.0,0.0,48.95,0.02900988017658193,59.35,0.02895284327323165,0.0,0.0,23.46,0.02894736842105264,1.88,0.0,26.55,0.0,15.04,0.0,24.82,0.0,398.73,0.0,28.82,0.0,0.0,0.0,0.0,0.0,24.82,0.0,2.62,0.0,129.29,0.028887474136558934,0,0.77,0.0,6.75,-0.008810572687224613,49.37,0.0,82.88,0.0,0.0,0.0,35.21,0.0,52.76,0.0,0.016130646275355952
MTRX,-0.06354009077155823,-0.17563250960000001,0.1003236249685261,344367000,0.0,7.071067812000001,0.0,0.062294606860000004,-0.35202087109311775,0.24,0.0,2.03231606,0.02522302119673077,158,0.0,12.16,-0.4148219441770934,0,0.0,-1,-0.0,1.0,0.0,2,21,17,0.0,0.0,0.0,3.61,-0.02695417789757415,-2.57,-0.0,11.48,0.0,3.53,0.0,0.0,0.0,0.46,0.0,-0.72,-0.0,-0.81,-0.0,-0.1,-0.0,-0.72,-0.0,0.0,0.0,6,-0.14285714285714285,79.97,0.0,0.16,0.0,7.85,0.0,99.34,0.0,-3.1,-0.0,4.87,0.0,1.3,0.0,-0.48,-0.0,5.0,0.0,0,5,0.0,0,30.15,0.0,0.46,0.0,0,0,8.9,0.0,0.86,0.0,0,96.89,0.0,83.65,0.0,-46.59,-0.0,0.0,0.0,0.0,55.98,0.0,0.0,2.03,0.0,4.05,0.0,35.95,0.0,87.88,0.0,0.05,0.0,-7.18,-0.0,0.08,0.0,0.03,0.0,0.0,0.0,-9.61,-0.0,4.97,0.0,0.63,0.0,-12.27,-0.09977989728539993,-101.97,-0.09968214727176414,0.33,-0.08333333333333326,0.0,0.0,0.0,0.0,0.13,0.0,12.35,0.0,22.52,0.0,0.04,0.0,0.04,0.0,1.09,-0.07627118644067785,0.0,0.0,0.0,0.0,0.0,0.0,79.68,-0.08012006465019623,0.0,0.0,29.3,-0.08006279434850866,0.0,0.0,1.41,-0.07843137254901968,0.41,-0.08888888888888896,1.99,0.0,-4.3,-0.0,-3.7,-0.0,-1.41,-0.0,-18.28,-0.0,-6.48,-0.0,-6.02,-0.0,-6.27,-0.0,-1.41,-0.0,0.63,0.0,27.2,-0.0801487994589111,0,-5.35,-0.0,11.89,-0.007512520868113511,12.27,0.0,9.14,0.0,0.0,0.0,-2.74,-0.0,-0.84,-0.0,0.016130646275355952
FIZZ,0.08062575210589658,0.3408413999,-0.09717051365541052,5031000000,0.0798454603992273,-2.0,-0.0,0.10108518720000001,0.16095088233089058,2.34,0.0,1.845741342,0.1940816305086573,922,0.0010857763300760044,28.98,0.7877853177051203,3,3.0,-1,-0.0,2.5,0.0,11,105,3,-0.4,19.1,0.0,21.8,0.06810387065164138,-2.75,-0.0,3.39,0.0,1.64,0.0,0.0,0.0,1.04,0.0,1.83,0.0,2.38,0.0,2.73,0.0,1.83,0.0,0.0,0.0,6,-0.3333333333333333,24.98,0.0,1.85,0.0,1.19,0.0,17.8,0.0,-0.3,-0.0,1.41,0.0,0.69,0.0,1.89,0.0,7.0,0.0,0,8,-0.1111111111111111,0,11.47,0.0,0.27,0.0,0,0,3.23,0.0,0.43,0.0,0,41.47,0.0,39.29,0.0,10.38,0.0,0.0,0.0,0.0,25.78,0.0,0.0,2.4,0.0,42.49,0.0,46.12,0.0,29.41,0.0,0.08,0.0,0.18,0.0,0.13,0.0,0.04,0.0,3.34,-0.08241758241758249,3.2,0.0,0.0,0.0,0.64,0.0,22.41,0.09210526315789477,19.56,0.09212730318257949,4.65,0.09154929577464803,28.01,0.08818958818958832,15.16,0.0,0.03,0.0,61.3,0.0,2.15,0.0,0.29,0.0,0.05,0.0,16.16,0.08968307484828052,29.97,0.08981818181818178,29.97,0.08981818181818178,1.57,0.09027777777777786,29.65,0.09007352941176468,0.0,0.0,25.91,0.0895710681244743,28.94,0.08960843373493986,16.95,0.09003215434083592,4.77,0.08904109589041088,1.85,0.0,24.08,0.0,23.51,0.0,65.24,0.0,93.82,0.0,39.4,0.0,33.58,0.0,1.5,0.0,65.24,0.0,-0.07,-0.0,52.6,0.08992954828014926,0,-0.28,-0.0,8.25,-0.008413461538461573,11.25,0.0,38.9,0.0,0.0,0.0,14.92,0.0,19.58,0.0,0.016130646275355952
FNV,0.04278234854151084,0.38836370840000006,-0.027333807649587868,26595000000,0.033658517626025106,3.16227766,0.0,0.09817737932,-0.04383633441607982,23.55,0.0,2.431275779,0.3024511807032036,350,0.0028653295128939827,11.86,0.7754491017964071,3,0.5,1,0.0,5.0,0.0,13,15,7,0.75,10.4,0.0,110.34,0.07722346968661521,-2.37,-0.0,28.51,0.0,2.8,0.0,1.03,0.0,0.77,0.0,1.71,0.0,1.78,0.0,3.04,0.0,1.71,0.0,0.0,0.0,10,0.0,0.0,0.0,2.58,0.0,0.0,0.0,80.5,0.0,2.02,0.0,2.69,0.0,2.38,0.0,-0.13,-0.0,7.0,0.0,0,9,0.0,0,5.35,0.0,0.92,0.0,0,0,28.51,0.0,0.0,0.0,0,28.12,0.0,53.33,0.0,16.35,0.0,0.0,-0.5,-0.07407407407407414,12.1,0.0,0.0,12.48,0.0,0.28,0.0,16.18,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,-0.06201550387596905,1.46,0.0,0.0,0.0,0.97,0.0,78.36,0.07948753271800518,45.93,0.07943595769682733,26.22,0.07945656648826677,44.45,0.08600048863914007,6.38,0.0,0.0,0.0,13.9,0.0,326.29,0.0,0.0,0.0,0.0,0.0,4.98,0.06866952789699576,82.94,0.06675241157556268,82.94,0.06675241157556268,7.98,0.06684491978609625,55.02,0.06689936009307743,0.0,0.0,33.67,0.06651884700665193,0.0,0.0,4.98,0.06866952789699576,26.53,0.06674708484117411,12.47,0.0,12.91,0.0,12.91,0.0,13.44,0.0,17.0,0.0,14.61,0.0,13.24,0.0,3.01,0.0,13.44,0.0,-0.83,-0.0,184.19,0.06665508454945558,0,-3.02,-0.0,5.09,0.0852878464818762,35.53,0.0,62.5,0.0,0.0,0.0,58.03,0.0,60.99,0.0,0.016130646275355952
ALGN,-0.008709344621775326,0.312346005,0.00421929798374526,47168000000,-0.002727445715373068,12.36931688,0.0,0.08491098029,-0.18802115263959948,17.13,0.0,2.413632722,-0.046107850915660976,1749,0.002292263610315186,11.81,0.03054101221640485,3,0.0,0,0.0,4.0,0.0,10,12,5,-0.2857142857142857,22.3,0.0,19.51,0.012454592631032798,0.99,0.0,41.01,0.0,12.18,0.0,0.0,0.0,4.57,0.0,22.45,0.0,4.87,0.0,6.05,0.0,22.45,0.0,0.0,0.0,7,0.0,88.7,0.0,6.38,0.0,4.05,0.0,98.69,0.0,-8.05,-0.0,3.22,0.0,-0.91,-0.0,4.72,0.0,4.0,0.0,0,9,0.0,0,31.19,0.0,0.53,0.0,0,0,33.72,0.0,1.09,0.0,0,36.78,0.0,30.72,0.0,27.67,0.0,0.0,-0.04,-0.0,70.4,0.0,0.0,1.4,0.0,53.42,0.0,53.21,0.0,70.19,0.0,0.02,0.0,0.09,0.0,0.03,0.0,0.03,0.0,3.72,-0.013262599469495973,0.94,0.0,0.0,0.0,0.67,0.0,121.14,0.013893538667559395,97.57,0.013924971422633162,18.97,0.013896312132549332,69.84,0.012614180078294977,20.85,0.0,0.09,0.0,52.83,0.0,1.71,0.0,0.16,0.0,0.01,0.0,14.72,0.013774104683195666,26.88,0.013192612137203085,26.88,0.013192612137203085,1.21,0.016806722689075647,94.57,0.013286188792456818,0.0,0.0,72.39,0.013297872340425572,127.87,0.013313257785878491,17.9,0.013016411997736097,19.35,0.013089005235602092,1.29,0.0,15.68,0.0,13.76,0.0,17.02,0.0,106.31,0.0,25.09,0.0,20.29,0.0,1.56,0.0,17.02,0.0,-0.54,-0.0,132.07,0.013350725082482778,0,27.85,0.0,11.4,-0.0052356020942408805,39.34,0.0,73.15,0.0,0.0,0.0,19.05,0.0,25.55,0.0,0.016130646275355952
TBNK,-0.016832440703902114,0.6634463620000001,0.03157894735205395,253830000,0.0,5.196152423,0.0,0.09338838166,0.14141860429808695,2.89,0.0,0.1399896284,0.0,47,0.0,7.78,-0.2497589199614271,0,0.0,-1,-0.0,3.0,0.0,6,40,18,0.0,0.0,0.0,0.0,0.0,-2.34,-0.0,26.14,0.0,38.21,0.0,0.92,0.0,1.82,0.0,2.02,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,3,0.0,91.61,0.0,2.1,0.0,6.73,0.0,52.71,0.0,-157.14,-0.0,0.0,0.0,-156.62,-0.0,2.21,0.0,6.0,0.0,0,5,0.0,0,7.0,0.0,0.02,0.0,0,0,26.14,0.0,16.2,0.0,0,0.0,0.0,11.11,0.0,7.26,0.0,0.0,2.04,0.03030303030303033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.62,0.0,2.37,0.0,7.84,0.03022339027595263,0.0,0.0,5.75,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.55,-0.1791044776119403,14.72,-0.03030303030303024,11.13,0.0,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.99,-0.029411764705882377,12.75,-0.029680365296803696,12.75,-0.029680365296803696,4.72,-0.03080082135523621,12.28,-0.029249011857707587,0.0,0.0,11.25,-0.029335634167385664,11.66,-0.02914238134887591,0.99,-0.029411764705882377,3.68,-0.029023746701846934,0.0,0.0,1.05,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.87,0.0,9.64,0.0,0.0,0.0,1.73,0.0,14.15,-0.030157642220699075,0,-14.24,-0.0,5.46,-0.007272727272727279,52.35,0.0,0.0,0.0,3.21,0.0,33.92,0.0,0.0,0.0,0.016130646275355952
RM,-0.005119913769873289,1.158832038,-0.006627783408703069,384997000,0.0,7.348469228,0.0,0.06647667356,-0.33049427781051904,0.89,0.0,1.336695865,0.0,100,0.0,26.26,0.033044846577498024,-3,-0.0,-1,-0.0,4.0,0.0,6,18,18,0.0,0.0,0.0,0.0,0.0,-3.08,-0.0,24.89,0.0,0.74,0.0,0.2,0.0,2.47,0.0,2.39,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,2,0.0,82.79,0.009264903084237537,14.95,0.0,7.59,0.0,65.58,0.0,-75.35,-0.0,0.0,0.0,-75.35,-0.0,3.12,0.0,4.0,0.0,0,6,0.0,0,30.14,0.0,1.02,0.0,0,0,24.1,0.0,72.4,0.0,0,0.0,0.0,-7.25,-0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,2.91,0.0,2.24,0.0,6.23,0.0,0.0,0.0,4.89,0.0,0.25,0.0,0.0,0.0,0.0,0.0,3.56,-0.0028011204481792123,10.52,0.0,46.88,0.0,0.0,0.0,32.95,0.0,0.0,0.0,0.0,0.0,0.42,0.0,1.54,0.0,16.06,0.0,16.06,0.0,1.46,0.0,2.57,0.0,0.0,0.0,2.48,0.0,12.3,0.0,1.59,0.0,1.27,0.0,0.0,0.0,5.4,0.0,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.08,0.0,17.57,0.0,0.0,0.0,0.74,0.0,15.54,0.0,0,-4.26,-0.0,6.1,-0.006514657980456032,52.24,0.0,0.0,0.0,31.68,0.0,16.27,0.0,0.0,0.0,0.016130646275355952
RMBL,-0.029697766097240355,-1.232001284,0.038095237838443076,129666000,0.0,7.071067812000001,0.0,0.06893008542000001,-0.29613336527668743,0.16,0.0,1.2712688109999999,0.1213750518797537,407,0.0,21.75,-0.15990730011587487,3,0.0,-1,-0.0,0.0,0.0,0,25,6,0.0,-131.9,-0.0,3.8,0.08571428571428566,-5.01,-0.0,2.04,0.0,0.65,0.0,0.0,0.0,0.0,0.0,-12.06,-0.0,-9.02,-0.0,-8.04,-0.0,-12.06,-0.0,0.0,0.0,4,0.3333333333333333,58.19,-0.30964527227429123,5.91,0.0,14.75,0.0,64.73,0.0,-31.65,-0.0,-15.47,-0.0,-23.92,-0.0,-0.68,-0.0,5.0,0.0,0,1,0.0,0,192.67,0.0,0.85,0.0,0,0,-9.96,-0.0,26.69,0.0,0,85.84,0.0,81.44,0.0,-71.14,-0.0,0.0,-8.6,-0.2868988391376452,28.7,0.0,0.0,1.06,0.0,23.74,0.0,8.88,0.0,13.84,0.0,0.78,0.0,-4.32,-0.0,13.09,0.0,0.21,0.0,0.0,0.0,-14.56,-0.0,10.68,0.0,0.06,0.0,-10.01,0.2434782608695651,-11.33,0.24368825466520316,0.44,0.25714285714285723,0.0,0.0,0.0,0.0,0.35,0.0,40.77,0.0,3.84,0.0,0.23,0.0,0.48,0.0,18.12,-0.031016042780748574,0.0,0.0,0.0,0.0,0.0,0.0,6.25,-0.031007751937984523,0.0,0.0,5.31,-0.029250457038391253,0.0,0.0,0.0,0.0,0.19,-0.050000000000000044,0.46,0.0,-45.33,-0.0,-29.16,-0.0,-26.25,-0.0,-46.27,-0.0,-37.98,-0.0,-312.02,-0.0,-21.07,-0.0,-26.25,-0.0,-92.96,-0.0,0.0,0.0,0,-51.78,-0.0,16.41,0.06076276664511955,-13.58,-0.0,10.87,0.0,0.0,0.0,-7.77,-0.0,-5.72,-0.0,0.016130646275355952
